,Name,City,Country,Arena,Capactity,Logo URL,Division,City,State,,,,,,,,,,,,,,,,,,,,
players,Courtney,Lee,SG,34,195.58,215,6,50,0.1,0,0.7,1.4,0.6,1.7,0.583,0,0,0.4,15.5,0.4,80,13.97058824,0,0.3,26.7,,,,
players,Boban,Marjanovic,C,31,223.52,290,6,77,0.9,1.6,0.813,5.5,0.564,0.1,0,1.5,0,4,8,0.7,80,15.32258065,0.2,0.3,39.3,,,,
players,Kristaps,Porzingis,PF,24,220.98,240,6,80,1.6,3.8,0.702,8.8,0.438,5.9,0.338,1.7,0,7,23,1.4,80,19.79166667,0.5,2,90.6,IH,,,
players,Dwight,Powell,C,28,208.28,240,6,65,1,2.1,0.561,4.3,0.718,0.7,0.462,1.6,35,3.1,12.5,1.3,80,29.46428571,0.8,0.4,75.9,,,,
players,Delon,Wright,SG,27,195.58,185,6,71,0.7,1.5,0.824,4.2,0.533,1.7,0.351,0.8,35,2.6,26,3.4,80,32.59259259,1.1,0.3,63.6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// Denver Nuggets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Will,Barton III,SF,29,195.58,181,7,83,1.3,2.4,0.729,7.5,0.487,4.7,0.404,1.6,35,5,33.5,3.5,80,36.37931034,1.1,0.5,97.8,PT,,,
players,Malik,Beasley,SG,23,193.04,187,7,74,0.9,0.4,0.857,3.3,0.356,3,0.407,0.3,0,1.2,18.5,1,80,15.65217391,0.4,0.1,47.1,EX,,,
players,Vlatko,Cancar,SF,22,203.2,236,7,56,0,0,0.5,0,0.5,0,0.25,0,0,0,5,0,80,21.59090909,0,0,6,R,,,
players,Torrey,Craig,SF,29,200.66,221,7,89,0.4,0.6,0.444,1.5,0.522,1.3,0.2,0.6,25,1.7,15.5,1,80,18.87931034,0.3,0.8,39.9,,,,
players,Jerami,Grant,PF,25,203.2,210,7,80,0.8,1.9,0.595,4.3,0.511,3.4,0.36,0.5,25,2.9,14,1.1,80,21.5,0.4,0.6,66,,,,
players,Gary,Harris,SG,25,193.04,210,7,77,1,1.5,0.781,5.6,0.455,4.2,0.359,0.5,30,2.5,35,2,80,26.5,1.2,0.3,95.7,PT,,,
players,Juan,Hernangomez,PF,24,205.74,214,7,71,0.6,0.6,0.556,1.3,0.45,2.5,0.324,0.5,0,1.9,15.5,0.7,80,17.29166667,0.1,0.2,42,,,,
players,Nikola,Jokic,C,24,213.36,284,7,92,2.5,2.5,0.796,10.1,0.561,4,0.23,2,65,7.9,17,6.3,80,54.79166667,1,0.6,93,IH,,,
players,Paul,Millsap,PF,34,200.66,257,7,89,1.2,3.4,0.878,6.8,0.483,2.5,0.463,2,35,3.9,24.5,1.3,80,28.97058824,0.9,0.8,77.1,PT,,,
players,Monte,Morris,PG,24,187.96,183,7,77,0.7,1.4,0.733,5.3,0.431,1.4,0.4,0.2,0,1.5,27.5,3.3,80,19.79166667,0.5,0.3,53.4,,,,
players,Jamal,Murray,PG,22,193.04,215,7,83,2.2,2.8,0.903,10.3,0.482,4.9,0.336,0.8,35,3.4,26,4.5,80,39.09090909,1.5,0.4,94.5,SP,,,
players,Mason,Plumlee,C,29,210.82,254,7,101,1.6,2.3,0.529,4.5,0.606,0.2,0,1.7,35,4,11,2.2,80,31.37931034,0.8,0.8,49.8,,,,
players,Michael,Porter Jr.,PF,21,208.28,218,7,80,0.6,0.8,0.7,2.8,0.486,1.2,0.333,0.9,0,1.8,11,0.4,80,20.11904762,0,0.2,27,R,,,
players,Jarred,Vanderbilt,SF,20,205.74,214,7,74,0.3,0,0.4,0,0.5,0,0.125,0,0,0.7,5,0.3,80,23.75,0,0,9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// Detroit Pistons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Jordan,Bone,PG,22,190.5,180,8,41,0.7,0,0.6,1.3,0.5,0.3,0,0,0,0,5,0,80,21.59090909,0,0,6,R,,,
players,Bruce,Brown,SG,23,193.04,202,8,65,1.8,1.6,0.564,5.3,0.453,1.6,0.333,0.9,25,3.4,21.5,3.6,80,23.15217391,0.9,0.5,78.9,,,,
players,Sekou,Doumbouya,SF,19,203.2,230,8,56,0,0.3,0,1.3,0.6,0.3,0,0,0,0.5,5,0,80,25,0,0,8.4,R,,,
players,Andre,Drummond,C,26,208.28,279,8,95,3.6,4.5,0.639,13,0.559,0.5,0,4.7,65,12,20,3,80,50.76923077,1.7,1.9,101.4,HH,,,
players,Tim,Frazier,PG,29,182.88,170,8,65,0.9,1.1,0.786,2.2,0.214,1.1,0.214,0.3,0,0.7,6.5,2.9,80,11.37931034,0.6,0.2,31.8,,,,
players,Langston,Galloway,SG,28,185.42,200,8,53,0.8,2.1,0.9,3,0.493,5.9,0.43,0.4,35,1.8,32,1.5,80,29.46428571,0.6,0.3,82.8,,,,
players,Blake,Griffin,PF,30,205.74,250,8,56,2.8,6.3,0.773,8.5,0.461,5.9,0.31,1,0,3.9,24.5,3.3,80,13.33333333,0.4,0.3,87.9,PT,,,
players,Reggie,Jackson,PG,29,190.5,208,8,47,0.5,1.5,1,5.5,0.5,2.5,0.3,0.5,0,2,20,4,80,16.37931034,0,0,54,,,,
players,Luke,Kennard,SG,23,195.58,206,8,53,1.4,2.9,0.896,6,0.5,6.4,0.399,0.3,35,3.2,27.5,4.2,80,33.15217391,0.5,0.2,98.4,EX,,,
players,Thon,Maker,C,22,213.36,221,8,68,0.5,1.4,0.516,1.3,0.552,0.6,0.5,0.5,25,1.2,5,0.4,80,24.09090909,0.3,0.6,31.5,,,,
players,Markieff,Morris,PF,30,203.2,245,8,62,1.7,1.5,0.765,4.3,0.52,3.8,0.398,0.5,0,3.3,17,1.5,80,15.83333333,0.7,0.2,66,,,,
players,Svi,Mykhailiuk,SF,22,200.66,205,8,53,0.9,0.3,0.833,1.2,0.348,3.3,0.46,0.2,0,1,26,1.3,80,21.59090909,0.4,0.1,51.3,,,,
players,Derrick,Rose,PG,31,187.96,200,8,56,2.5,2.8,0.87,10.9,0.522,2.3,0.326,0.5,25,1.5,26,5.8,80,20.32258065,0.8,0.4,71.1,PT,,,
players,Tony,Snell,SF,28,198.12,213,8,50,0.5,0.2,1,1.8,0.514,4.3,0.447,0.3,25,1.6,30.5,1.5,80,21.96428571,0.4,0.1,76.2,,,,
players,Khyri,Thomas,SG,23,190.5,210,8,38,0,1,0.5,0,0.45,0,0.25,0,0,0,5,0,80,20.65217391,0,0,9,,,,
players,Christian,Wood,PF,24,208.28,214,8,74,1,2.5,0.655,3.9,0.674,1.4,0.484,1.2,30,3.3,21.5,0.5,80,27.29166667,0.3,0.8,45,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// Golden State Warriors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Ky,Bowman,PG,22,185.42,187,9,47,1.2,0.8,0.909,5,0.473,2.5,0.415,0.5,0,2.2,23,2.7,80,16.59090909,0.9,0.1,68.7,R,,,
players,Alec,Burks,SG,28,198.12,214,9,50,1.5,4.1,0.895,7.9,0.456,4.1,0.351,0.7,25,3.8,39.5,2.9,80,19.46428571,1.1,0.3,88.2,,,,
players,Willie,Cauley-Stein,C,26,213.36,240,9,71,0.9,1.4,0.667,6.4,0.551,0,0,1.5,30,5,21.5,1.5,80,25.76923077,1,1.3,67.2,,,,
players,Marquese,Chriss,C,22,205.74,240,9,65,1.4,2.2,0.839,4.7,0.521,0.8,0.2,1.6,30,3.3,12.5,1.9,80,29.09090909,0.7,1,54,,,,
players,Stephen,Curry,PG,31,190.5,185,9,56,3.8,4.5,1,7.3,0.621,9.3,0.483,1,25,4,62,6.5,80,20.32258065,1.3,0.5,84,HF,,,
players,Jacob,Evans III,SG,22,193.04,210,9,32,0.4,0.8,1,2,0.2,1.6,0.5,0.2,0,1,11,0.6,80,19.09090909,0,0,36,,,,
players,Draymond,Green,PF,29,198.12,230,9,68,2.3,2.5,0.721,5.4,0.478,2.6,0.267,0.4,25,5.8,18.5,5.9,80,21.37931034,1.7,0.6,86.4,CG,,,
players,Damion,Lee,SG,27,195.58,210,9,47,1.1,2.8,0.848,5,0.433,3.2,0.316,0.8,0,2.9,35,1.7,80,12.59259259,0.7,0,63.9,,,,
players,Kevon,Looney,C,23,205.74,222,9,50,0.7,0.8,0.6,3.2,0.368,0.2,1,1.7,0,1.5,5,0.3,80,18.15217391,0.2,0.3,30.6,,,,
players,Eric,Paschall,PF,23,198.12,255,9,41,1.6,4.4,0.807,9.7,0.543,2.4,0.288,1.4,0,3.6,23,1.7,80,13.15217391,0.4,0.4,92.7,R,,,
players,Jordan,Poole,SG,20,193.04,194,9,44,1.2,2,0.857,4.6,0.27,4.9,0.246,0.2,0,2.1,18.5,2,80,-1.25,0.6,0.3,72,R,,,
players,Glenn,Robinson III,SF,26,198.12,222,9,47,0.9,1.4,0.833,7,0.489,3.3,0.376,1.5,0,3.2,39.5,1.7,80,18.26923077,1,0.3,96.6,,,,
players,D'Angelo,Russell,SG,23,193.04,193,9,44,3.2,4.9,0.739,9.9,0.496,8.5,0.361,0.3,30,3.4,57.5,6.2,80,28.15217391,0.8,0.4,93.9,EX,,,
players,Omari,Spellman,PF,22,203.2,245,9,59,1.4,1.8,0.841,4.2,0.471,2.1,0.365,2.2,25,3.3,11,1,80,24.09090909,0.6,0.6,54.3,,,,
players,Klay,Thompson,SG,29,198.12,215,9,56,1.5,2,0.816,10.3,0.516,7.7,0.402,0.5,0,3.4,38,2.4,80,16.37931034,1.1,0.6,102,HF,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// Houston Rockets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Clint,Capela,C,25,208.28,240,10,80,1.7,3,0.467,9.8,0.651,0,0,4.4,35,10.4,41,1,80,31.5,0.9,1.9,98.7,IH,,,
players,Tyson,Chandler,C,37,213.36,235,10,71,0.3,0.5,0.556,0.9,0.765,0,0,1.1,25,1.7,6.5,0.3,80,15.33783784,0.3,0.4,27.3,,,,
players,Gary,Clark,PF,25,198.12,225,10,56,0.1,0.2,1,0.6,0.6,2.8,0.36,0.7,0,1.7,5,0.6,80,19,0.1,0.3,34.8,,,,
players,Chris,Clemons,SG,22,175.26,180,10,50,0.4,0.2,0.75,0.8,0.538,2.9,0.388,0.1,0,0.5,11,0.4,80,19.09090909,0.2,0.1,25.2,R,,,
players,Eric,Gordon,SG,31,190.5,215,10,50,1.3,1.6,0.643,4,0.361,8.2,0.284,0.3,0,1.6,26,0.8,80,5.322580645,0.6,0.2,88.2,,,,
players,Gerald,Green,SG,34,198.12,205,10,53,0.8,0.9,0.838,1.9,0.547,6,0.354,0.4,0,2.1,5,0.5,80,13.97058824,0.5,0.4,60.6,,,,
players,James,Harden,SG,30,195.58,220,10,68,5.1,14,0.881,10.5,0.562,14,0.349,0.9,100,5,17,7.5,80,85.83333333,2,0.6,113.7,CG,,,
players,Isaiah,Hartenstein,C,21,213.36,250,10,68,0.8,1.4,0.818,1.8,0.786,0.1,0,1,0,2.3,60.5,0.5,80,22.61904762,0.3,0.5,36,,,,
players,Danuel,House Jr.,SF,26,198.12,220,10,59,1,2.2,0.821,2.6,0.532,5.8,0.41,1.1,30,3,38,1.4,80,28.26923077,1.1,0.6,88.8,,,,
players,Ben,McLemore III,SG,26,190.5,195,10,56,0.8,1.2,0.862,1.2,0.714,7,0.345,0.4,25,2.1,32,1,80,20.76923077,0.6,0.3,68.4,,,,
players,Austin,Rivers,PG,27,190.5,200,10,50,0.7,1.3,0.714,3,0.537,4.3,0.326,0.8,0,2,18.5,1.5,80,15.09259259,0.5,0.2,74.7,,,,
players,Thabo,Sefolosha,SF,35,198.12,215,10,68,0.3,0.1,0,0.9,0.444,1.4,0.286,0.6,0,1.8,6.5,0.8,80,13.57142857,0.5,0.2,31.8,,,,
players,P.J.,Tucker,PF,34,195.58,245,10,65,1.1,0.9,0.818,2.5,0.617,4.5,0.431,1.6,35,5.5,66.5,1.4,80,33.97058824,1.3,0.5,107.4,PT,,,
players,Russell,Westbrook,PG,31,190.5,200,10,71,4.5,6,0.752,14.7,0.489,5.1,0.23,1.6,35,6.4,5,7.4,80,27.82258065,1.7,0.4,103.5,CG,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// Indiana Pacers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Goga,Bitadze,C,20,210.82,250,11,83,0.5,1,0.737,2.3,0.512,0.7,0.286,0.8,25,1.9,6.5,0.7,80,28.75,0.1,1,34.8,R,,,
players,Brian,Bowen II,SG,21,198.12,190,11,77,0,0,0.6,1,0.333,0.3,0,0,0,0.3,5,0,80,22.61904762,0,0.3,9.9,R,,,
players,Malcolm,Brogdon,PG,27,195.58,229,11,71,2.8,4.4,0.946,10.2,0.528,4.3,0.356,0.6,35,4,29,7.5,80,42.59259259,1,0.2,94.8,CG,,,
players,Aaron,Holiday,PG,23,182.88,185,11,74,1.3,0.7,0.867,4.7,0.431,3.8,0.391,0.4,25,2.1,23,2.7,80,23.15217391,0.9,0.1,63.9,,,,
players,Justin,Holiday,SG,30,198.12,180,11,80,0.6,0.9,0.826,2.6,0.439,4.1,0.402,0.5,35,3.4,26,1.5,80,33.33333333,1.1,0.6,76.2,,,,
players,Alize,Johnson,SF,23,200.66,212,11,65,0.1,0.5,0.75,1.4,0.455,0,0.2,0.8,0,0.8,12.5,0.3,80,20.65217391,0,0,13.8,,,,
players,Jeremy,Lamb,SG,27,195.58,180,11,77,1.4,2.9,0.804,8.6,0.54,4,0.297,0.6,30,4.3,24.5,2.6,80,25.09259259,1.1,0.6,95.4,,,,
players,T.J.,Leaf,PF,22,208.28,222,11,89,0.4,0.5,0.625,3.1,0.447,0.7,0.455,1.3,0,2.5,20,0.4,80,21.59090909,0.5,0.2,31.5,,,,
players,T.J.,McConnell,PG,27,185.42,190,11,74,1.5,0.6,0.923,5.8,0.485,0.2,0.25,0.4,0,2.2,59,4.8,80,17.59259259,0.6,0.2,52.5,,,,
players,Doug,McDermott,SF,28,200.66,225,11,62,0.8,0.8,0.789,3.9,0.449,3.8,0.458,0.5,0,2.4,26,1.1,80,16.96428571,0.1,0.1,61.8,,,,
players,Naz,Mitrou-Long,SG,26,190.5,218,11,74,0.7,0,0.8,1.7,0.8,3.7,0.182,0,0,2,24.5,2.3,80,18.26923077,0.3,0.3,42.9,,,,
players,Victor,Oladipo,SG,27,193.04,213,11,77,2.7,4.6,0.78,11.5,0.511,5.9,0.362,0.6,70,4.7,53,4.6,80,62.59259259,2.1,0.6,99.9,HH,,,
players,Domantas,Sabonis,C,23,210.82,240,11,86,2.7,4.7,0.778,13,0.537,1.1,0.192,3.5,60,10,18.5,3.9,80,48.15217391,0.8,0.6,103.5,IH,,,
players,JaKarr,Sampson,SF,26,200.66,214,11,77,0.7,0.8,0.286,3.4,0.677,1.1,0.2,0.8,0,1.9,18.5,0.4,80,18.26923077,0.6,0.7,55.2,,,,
players,Edmond,Sumner,PG,24,193.04,196,11,77,0.3,1.3,0.6,4,0.563,0.8,0,0.3,0,0.5,35,2,80,19.79166667,1.3,0.3,54,,,,
players,Myles,Turner,C,23,210.82,250,11,83,1.6,2.1,0.75,5.4,0.473,4.1,0.348,1.5,30,4,9.5,1.2,80,30.65217391,0.6,2.4,91.2,,,,
players,T.J.,Warren,SF,26,203.2,220,11,68,1.4,3,0.811,11.1,0.542,3.2,0.4,0.7,25,2.7,12.5,1,80,23.26923077,1.1,0.3,98.7,EX,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// Los Angeles Clippers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Patrick,Beverley,PG,31,185.42,180,12,86,1.5,1,0.609,2.9,0.507,4.3,0.33,1.4,35,4.9,17,3.2,80,40.32258065,1.5,0.5,88.5,PT,,,
players,Paul,George,SF,29,203.2,220,12,86,3.3,4.9,0.918,7.2,0.481,9.9,0.399,0.5,35,5.7,41,3.5,80,36.37931034,1.4,0.5,90,EX,,,
players,JaMychal,Green,PF,29,203.2,227,12,83,0.9,1,0.857,2,0.488,4.1,0.378,1.3,25,5.3,12.5,0.5,80,21.37931034,0.6,0.3,63.9,,,,
players,Maurice,Harkless,SF,26,200.66,220,12,80,1,1.2,0.567,3.2,0.56,1.7,0.341,1,35,2.7,23,1.1,80,33.26923077,1,0.7,70.5,,,,
players,Montrezl,Harrell,PF,25,200.66,240,12,80,1.7,5.2,0.625,12.7,0.609,0.4,0,2.8,65,4.9,45.5,2.1,80,51.5,0.7,1.2,87.9,EX,,,
players,Mfiondu,Kabengele,PF,22,205.74,250,12,77,0.1,0.3,1,0.9,0.375,1.2,0.455,0.1,0,0.7,18.5,0.1,80,21.59090909,0.1,0.1,12.6,R,,,
players,Kawhi,Leonard,SF,28,200.66,225,12,92,3.4,6.4,0.86,14.7,0.491,5,0.337,1.1,65,6.7,50,5.3,80,49.46428571,1.9,0.7,93.6,HF,,,
players,Terance,Mann,SG,23,195.58,215,12,74,0.6,0.4,0.875,1.5,0.567,0.5,0.222,0.2,0,1,11,1.2,80,20.65217391,0.3,0.1,25.5,R,,,
players,Rodney,McGruder,SG,28,193.04,205,12,65,0.5,0.5,0.375,1.7,0.48,2.3,0.314,0.7,0,1.7,12.5,0.8,80,16.96428571,0.3,0.2,51.9,,,,
players,Johnathan,Motley,PF,24,203.2,230,12,110,1,0,0.6,0.7,0,0.3,1,0.3,0,0.3,5,0.7,80,19.79166667,0.3,0,6.9,,,,
players,Patrick,Patterson,PF,30,203.2,235,12,68,0.3,0.7,0.75,1,0.333,3.3,0.403,0.7,25,2.2,21.5,0.8,80,20.83333333,0.2,0.1,43.2,,,,
players,Jerome,Robinson,SG,22,193.04,190,12,74,0.7,0.5,0.5,2.3,0.396,2,0.256,0.1,0,1.5,12.5,1,80,16.59090909,0.3,0.3,38.1,,,,
players,Landry,Shamet,SG,22,193.04,190,12,59,1.2,1,1,1.9,0.474,5.8,0.362,0,0,1.5,23,1.7,80,21.59090909,0.4,0.1,88.2,,,,
players,Derrick,Walton Jr.,PG,24,182.88,185,12,62,0.1,0.3,1,0.4,0.75,0.8,0.375,0.2,0,0.2,5,0.5,80,19.79166667,0.2,0,20.4,,,,
players,Lou,Williams,SG,33,185.42,175,12,65,3.1,6.1,0.842,10.9,0.44,5,0.349,0.5,30,2.8,47,6.2,80,21.89393939,0.5,0.2,93,EX,,,
players,Ivica,Zubac,C,22,213.36,240,12,89,0.9,2.4,0.825,5.4,0.593,0.1,0,2.5,35,4.2,17,0.9,80,39.09090909,0.2,1.1,50.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// Los Angeles Lakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Kostas,Antetokounmpo,PF,22,208.28,200,13,80,0,0,0.45,0,0.5,0,0.2,0,0,0.5,5,0,80,21.59090909,0,0,4.5,,,,
players,Avery,Bradley,SG,29,190.5,180,13,74,1,0.7,0.75,5.4,0.576,2.6,0.276,0.6,0,2.5,27.5,1.6,80,16.37931034,0.9,0.1,79.5,,,,
players,Kentavious,Caldwell-Pope,SG,26,195.58,204,13,71,0.9,1,0.84,3.7,0.5,3.1,0.397,0.4,25,1.6,36.5,1.7,80,23.26923077,0.8,0.2,72.9,,,,
players,Alex,Caruso,PG,25,195.58,186,13,80,1.1,1,0.636,2.7,0.508,2.1,0.375,0.2,25,2,26,1.9,80,24,1.1,0.3,63,,,,
players,Quinn,Cook,PG,26,185.42,180,13,68,0.8,0.3,0.8,3.2,0.476,1.8,0.343,0.2,0,1,18.5,1.5,80,13.26923077,0.3,0.1,40.2,,,,
players,Troy,Daniels,SG,28,193.04,200,13,68,0.3,0.4,0.571,1.2,0.435,3.5,0.348,0.2,0,1.2,18.5,0.4,80,14.46428571,0.4,0.1,41.7,,,,
players,Anthony,Davis,PF,26,208.28,253,13,98,2.3,8.2,0.867,15.8,0.533,3.3,0.329,2.5,85,6.7,51.5,3.4,80,68.26923077,1.5,2.6,103.5,HH,,,
players,Jared,Dudley,SF,34,198.12,237,13,77,0.1,0.1,1,0.3,0,0.8,0.667,0.1,25,0.8,5,0.6,80,16.47058824,0.3,0.1,22.8,,,,
players,Danny,Green,SF,32,198.12,215,13,83,0.9,0.4,0.727,2,0.549,5,0.379,0.7,35,3.2,35,1.3,80,29.84375,1.3,0.5,76.5,EX,,,
players,Talen,Horton-Tucker,SG,19,193.04,234,13,53,0,0,0.5,0,0.45,1,0,0,0,0,5,1,80,25,0,0,6,R,,,
players,Dwight,Howard,C,34,208.28,265,13,95,1.1,2.8,0.507,3.6,0.733,0.1,0.333,2.1,35,4.9,9.5,0.8,80,28.97058824,0.4,1.4,59.7,HF,,,
players,LeBron,James,PG,35,205.74,250,13,83,3.8,5.4,0.694,14.1,0.56,6,0.356,1,100,6,81.5,10.8,80,76.07142857,1.3,0.5,103.5,HF,,,
players,Kyle,Kuzma,PF,24,203.2,221,13,71,1.8,2,0.692,4.9,0.5,4.5,0.36,0.4,0,3,27.5,0.9,80,12.29166667,0.3,0.4,69.3,,,,
players,JaVale,McGee,C,32,213.36,270,13,98,0.7,1.1,0.679,5.2,0.628,0,0,1.9,35,4.2,14,0.6,80,27.34375,0.6,1.1,49.2,,,,
players,Rajon,Rondo,PG,33,185.42,180,13,83,1.8,0.8,0.727,4.2,0.418,2.8,0.528,0.3,25,3.2,15.5,5.9,80,19.39393939,1.1,0.1,62.7,CG,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// Memphis Grizzlies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Grayson,Allen,SG,24,193.04,198,14,50,1.2,1.3,0.882,3.8,0.469,3.3,0.349,0.2,0,2.8,38,1.5,80,14.79166667,0.4,0.1,56.7,,,,
players,Kyle,Anderson,PF,26,205.74,230,14,62,0.9,1.6,0.586,4.5,0.543,0.9,0.25,0.9,25,3.5,24.5,2.4,80,23.26923077,0.7,0.7,60.3,,,,
players,Dillon,Brooks,SG,24,200.66,225,14,53,1.3,2.5,0.82,7.8,0.435,4.7,0.357,1,0,2.4,47,1.9,80,17.29166667,1.1,0.3,82.5,,,,
players,Bruno,Caboclo,SF,24,205.74,218,14,68,0.5,0.2,0.667,2.6,0.564,1.3,0.2,0.9,0,1.4,9.5,0.5,80,19.79166667,0.5,0.7,32.1,,,,
players,Brandon,Clarke,PF,23,203.2,215,14,65,1.1,1.5,0.786,6.7,0.664,1.3,0.5,1.3,30,4.7,24.5,1.2,80,30.65217391,0.5,1,63.6,R,,,
players,Jae,Crowder,SF,29,198.12,235,14,56,1.5,2.1,0.725,2.7,0.531,6.4,0.325,0.7,30,5.3,32,2.8,80,23.87931034,1,0.3,93,PT,,,
players,Marko,Guduric,SG,24,198.12,201,14,50,1.1,0.6,0.867,2.5,0.475,2.4,0.31,0.5,0,1.5,24.5,1.4,80,12.29166667,0.3,0.2,44.1,R,,,
players,Solomon,Hill,SF,28,198.12,226,14,59,0.9,0.8,0.611,2.4,0.453,3,0.369,0.5,25,2.8,18.5,1.8,80,19.46428571,1.1,0.1,60.3,,,,
players,Jaren,Jackson Jr.,PF,20,210.82,242,14,56,1.9,2.9,0.791,7.5,0.52,5.7,0.374,1.2,25,3.7,18.5,1.5,80,28.75,0.5,1.2,81.9,,,,
players,Tyus,Jones,PG,23,182.88,196,14,50,1.3,1,0.72,4.8,0.439,1.5,0.216,0,0,1.5,24.5,4.8,80,8.152173913,0.9,0.1,60.3,,,,
players,John,Konchar,SG,23,195.58,210,14,29,0,0,0.6,0,0.45,0,0.25,0,0,0,5,0,80,20.65217391,0,0,21,R,,,
players,De'Anthony,Melton,PG,21,187.96,200,14,71,1.4,1.4,0.889,3.5,0.467,1.4,0.333,0.7,25,2.5,20,2.8,80,25.11904762,1.2,0.2,43.8,,,,
players,Ja,Morant,PG,20,190.5,174,14,53,,15,0.786,12.4,0.47,2.4,0.422,0.8,25,2.3,47,6.4,80,28.75,1.3,0.3,87,R,,,
players,Jonas,Valanciunas,C,27,210.82,265,14,65,2.2,2.2,0.771,8.7,0.604,1.5,0.375,2.5,30,7.3,18.5,1.9,80,25.09259259,0.4,0.8,74.4,IH,,,
players,Yuta,Watanabe,SF,25,203.2,215,14,62,0,0,0.7,1.3,0.5,0.3,1,0,0,0.7,20,0,80,19,0,0.3,11.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
// Miami Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
players,Bam,Adebayo,PF,22,205.74,255,15,89,3,5.7,0.664,9.3,0.607,0.3,0.125,2.5,65,8,18.5,4.4,80,56.59090909,1.4,1.2,100.5,PT,,,
players,Jimmy,Butler,SF,30,200.66,230,15,86,2.6,9.3,0.827,10.3,0.476,3.5,0.304,2.1,70,4.8,47,7,80,53.33333333,2.1,0.8,105.3,CG,,,
players,Goran,Dragic,PG,33,190.5,190,15,68,2.6,4.2,0.711,6.2,0.518,5.3,0.406,0.3,25,2.9,38,5,80,19.39393939,0.7,0.2,86.1,IH,,,
players,Udonis,Haslem,C,39,203.2,235,15,74,0,2,0.75,0.5,1,0,0.215,0,0,1.5,5,0,80,12.17948718,0,0,16.5,HF,,,
players,Tyler,Herro,SG,20,195.58,195,15,71,2,2,0.83,6.2,0.49,5.4,0.379,0.3,0,3.6,18.5,2,80,21.25,0.8,0.1,86.1,R,,,
players,James,Johnson,PF,32,200.66,240,15,80,0.7,0.7,0.5,1.5,0.667,1.5,0.222,0.3,0,1.5,17,0.7,80,14.84375,0.5,0.3,33.9,,,,
players,Derrick,Jones Jr.,SF,22,198.12,210,15,80,0.6,1.3,0.615,3.1,0.581,1.2,0.167,0.6,0,2.1,11,0.9,80,21.59090909,0.8,0.3,50.1,SP,,,
players,Meyers,Leonard,C,27,213.36,260,15,77,0.8,0.4,0.556,2.2,0.642,1.8,0.5,0.3,25,3.9,6.5,1,80,22.59259259,0.3,0.5,54.6,,,,
players,Daryl,Macon,PG,24,187.96,185,15,50,0.5,0,0.8,0.3,0,0.5,0.5,0,0,0,5,0.3,80,19.79166667,0,0,10.5,,,,
players,Kendrick,Nunn,PG,24,187.96,190,15,71,2.1,1.6,0.816,8.2,0.531,6,0.345,0.3,0,2.4,35,3.4,80,19.79166667,1,0.3,91.5,R,,,
players,KZ,Okpala,SF,20,203.2,215,15,77,0.3,0,0.6,0,0.5,0,0.25,0,0,0.3,5,0,80,23.75,0,0,3,R,,,
players,Kelly,Olynyk,PF,28,210.82,240,15,80,1.4,1.5,0.886,2.7,0.5,3.8,0.413,1,30,3.9,15.5,1.3,80,26.96428571,0.9,0.4,69.3,,,,
